order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state,product_category_name_english,product_weight_g,product_length_cm,product_height_cm,product_width_cm,total_payment,payment_installments,payment_type,review_score,actual_lead_time_days,estimated_lead_time_days,lead_time_variance_days,is_late,stage1_approval_hrs,stage2_to_carrier_days,stage3_to_customer_days,stage4_buffer_days,seller_handoff_breach_days,stockout_risk_flag,freight_to_price_ratio,item_revenue,freight_burden_pct
00010242fe8c5a6d1ba2dd792cb16214,1,4244733e06e7ecb4970a6e2683c13e61,48436dade18ac8b2bce089ec2a041202,2017-09-19 09:45:35,58.9,13.29,3ce436f183e68e07877b285a838db11a,delivered,2017-09-13 08:59:02,2017-09-13 09:45:35,2017-09-19 18:34:16,2017-09-20 23:43:48,2017-09-29,871766c5855e863f6eccc05f988b23cb,28013,campos dos goytacazes,RJ,27277,volta redonda,SP,cool_stuff,650.0,28.0,9.0,14.0,72.19,2.0,credit_card,5.0,7.614421296296296,15.625671296296296,-8.01125,0,0.7758333333333334,6.367141203703704,1.2149537037037037,8.01125,0.3671412037037037,1,0.22563667232597623,72.19,0.18409752043219282
00018f77f2f0320c557190d7a144bdd3,1,e5f2d52b802189ee658865ca93d83a8f,dd7ddc04e1b6c2c614352b383efe2d36,2017-05-03 11:05:13,239.9,19.93,f6dd3ec061db4e3987629fe6b26e5cce,delivered,2017-04-26 10:53:06,2017-04-26 11:05:13,2017-05-04 14:35:00,2017-05-12 16:04:24,2017-05-15,eb28e67c4c0b83846050ddfb8a35d051,15775,santa fe do sul,SP,3471,sao paulo,SP,pet_shop,30000.0,50.0,30.0,40.0,259.83,3.0,credit_card,4.0,16.216180555555557,18.546458333333334,-2.330277777777777,0,0.20194444444444445,8.14568287037037,8.062083333333334,2.330277777777778,1.1456828703703703,1,0.0830762817840767,259.83,0.07670399876842551
000229ec398224ef6ca0657da4fc703e,1,c777355d18b72b67abbeef9df44fd0fd,5b51032eddd242adc84c38acab88f23d,2018-01-18 14:48:30,199.0,17.87,6489ae5e4333f3693df5ad4372dab6d3,delivered,2018-01-14 14:33:31,2018-01-14 14:48:30,2018-01-16 12:36:48,2018-01-22 13:19:16,2018-02-05,3818d81c6709e39d06b2738a8d3a2474,35661,para de minas,MG,37564,borda da mata,MG,furniture_decor,3050.0,33.0,13.0,33.0,216.87,5.0,credit_card,5.0,7.9484375,21.393391203703704,-13.444953703703703,0,0.24972222222222223,1.9085416666666666,6.029490740740741,13.444953703703703,-2.091458333333333,0,0.08979899497487438,216.87,0.08239959422695624
00024acbcdf0a6daa1e931b038114c75,1,7634da152a4610f1595efa32f14722fc,9d7a1d34a5052409006425275ba1c2b4,2018-08-15 10:10:18,12.99,12.79,d4eb9395c8c0431ee92fce09860c5a06,delivered,2018-08-08 10:00:35,2018-08-08 10:10:18,2018-08-10 13:28:00,2018-08-14 13:32:39,2018-08-20,af861d436cfc08b2c2ddefd0ba074622,12952,atibaia,SP,14403,franca,SP,perfumery,200.0,16.0,10.0,15.0,25.78,2.0,credit_card,4.0,6.147268518518518,11.58292824074074,-5.435659722222222,0,0.16194444444444445,2.1372916666666666,4.003229166666666,5.435659722222222,-4.862708333333333,0,0.9846035411855273,25.78,0.49612102404965086
00042b26cf59d7ce69dfabb4e55b4fd9,1,ac6c3623068f30de03045865e4e10089,df560393f3a51e74553ab94004ba5c87,2017-02-13 13:57:51,199.9,18.14,58dbd0b2d70206bf40e62cd34e84d795,delivered,2017-02-04 13:57:51,2017-02-04 14:10:13,2017-02-16 09:46:09,2017-03-01 16:42:31,2017-03-17,64b576fb70d441e8f1b2d7d446e483c5,13226,varzea paulista,SP,87900,loanda,PR,garden_tools,3750.0,35.0,40.0,30.0,218.04,3.0,credit_card,5.0,25.11435185185185,40.41815972222222,-15.30380787037037,0,0.2061111111111111,11.816620370370371,13.289143518518518,15.30380787037037,2.8252083333333333,1,0.09074537268634317,218.04000000000002,0.08319574390020179
00048cc3ae777c65dbb7d2a0634bc1ea,1,ef92defde845ab8450f9d70c526ef70f,6426d21aca402a131fc0a5d0960a3c90,2017-05-23 03:55:27,21.9,12.69,816cbea969fe5b689b39cfc97a506742,delivered,2017-05-15 21:42:34,2017-05-17 03:55:27,2017-05-17 11:05:55,2017-05-22 13:44:35,2017-06-06,85c835d128beae5b4ce8602c491bf385,38017,uberaba,MG,14091,ribeirao preto,SP,housewares,450.0,24.0,8.0,15.0,34.59,1.0,boleto,4.0,6.668067129629629,21.095439814814814,-14.427372685185183,0,30.21472222222222,0.2989351851851852,5.110185185185185,14.427372685185185,-5.701064814814814,0,0.5794520547945206,34.589999999999996,0.36686903729401565
00054e8431b9d7675808bcb819fb4a32,1,8d4f2bb7e93e6710a28f34fa83ee7d28,7040e82f899a04d1b434b795a43b4617,2017-12-14 12:10:31,19.9,11.85,32e2e6ab09e778d99bf2e0ecd4898718,delivered,2017-12-10 11:53:48,2017-12-10 12:10:31,2017-12-12 01:07:48,2017-12-18 22:03:38,2018-01-04,635d9ac1680f03288e72ada3a1035803,16700,guararapes,SP,1026,sao paulo,SP,telephony,200.0,27.0,5.0,20.0,31.75,1.0,credit_card,4.0,8.42349537037037,24.504305555555554,-16.080810185185186,0,0.2786111111111111,1.5397800925925926,6.872106481481482,16.080810185185186,-2.4602199074074074,0,0.5954773869346733,31.75,0.3732283464566929
000576fe39319847cbb9d288c5617fa6,1,557d850972a7d6f792fd18ae1400d9b6,5996cddab893a4652a15592fb58ab8db,2018-07-10 12:30:45,810.0,70.75,9ed5e522dd9dd85b4af4a077526d8117,delivered,2018-07-04 12:08:27,2018-07-05 16:35:48,2018-07-05 12:15:00,2018-07-09 14:04:07,2018-07-25,fda4476abb6307ab3c415b7e6d026526,11702,praia grande,SP,19010,presidente prudente,SP,garden_tools,13805.0,35.0,75.0,45.0,880.75,10.0,credit_card,5.0,5.080324074074074,20.494131944444444,-15.41380787037037,0,28.455833333333334,-0.1811111111111111,4.075775462962963,15.41380787037037,-5.0109375,0,0.08734567901234568,880.75,0.08032926483110985
0005a1a1728c9d785b8e2b08b904576c,1,310ae3c140ff94b03219ad0adc3c778f,a416b6a846a11724393025641d4edd5e,2018-03-26 18:31:29,145.95,11.65,16150771dfd4776261284213b89c304e,delivered,2018-03-19 18:40:33,2018-03-20 18:35:21,2018-03-28 00:37:42,2018-03-29 18:17:31,2018-03-29,639d23421f5517f69d0c3d6e6564cf0e,11075,santos,SP,3702,sao paulo,SP,health_beauty,2000.0,30.0,12.0,16.0,157.6,3.0,credit_card,1.0,9.984004629629629,9.221840277777778,0.762164351851851,1,23.913333333333334,7.251631944444444,1.7359837962962963,-0.7621643518518518,1.2543171296296296,1,0.07982185680027408,157.6,0.07392131979695432
0005f50442cb953dcd1d21e1fb923495,1,4535b0e1091c278dfd193e5a1d63b39f,ba143b05f0110f0dc71ad71b4466ce92,2018-07-06 14:10:56,53.99,11.4,351d3cb2cee3c7fd0af6616c82df21d3,delivered,2018-07-02 13:59:39,2018-07-02 14:10:56,2018-07-03 14:25:00,2018-07-04 17:28:31,2018-07-23,0782c41380992a5a533489063df0eef6,6636,jandira,SP,2274,sao paulo,SP,books_technical,850.0,29.0,3.0,21.0,65.39,1.0,credit_card,4.0,2.145046296296296,20.416909722222222,-18.271863425925925,0,0.18805555555555556,1.0097685185185186,1.1274421296296295,18.271863425925925,-2.9902314814814814,0,0.21115021300240785,65.39,0.17433858388132742
